arm,capital,turnover_budget,fold,regime,n_dates,n_feasible,n_failures,feasible_fraction,coverage_fraction,performance_evidence_available,net_return,net_return_ci95_low,net_return_ci95_high,uncertainty_method,hac_lag,net_sharpe,realized_volatility,gross_return,cost_drag,max_drawdown,var_95_loss,cvar_95_loss,worst_bar_return,mean_turnover,max_turnover,mean_gross_exposure,max_gross_exposure,mean_net_exposure,mean_absolute_net_exposure,mean_concentration,max_concentration,mean_effective_n,mean_n_positions,mean_ex_ante_volatility,mean_condition_number,max_condition_number,mean_ridge_applied,max_ridge_applied,ridge_applied_fraction,mean_n_observations,min_n_observations,mean_observations_considered,mean_complete_observation_fraction,min_complete_observation_fraction,mean_primal_residual,max_primal_residual,mean_dual_residual,max_dual_residual,mean_complementarity_residual,max_complementarity_residual,mean_objective_residual,max_objective_residual,median_max_certificate_residual,p95_max_certificate_residual,max_certificate_residual,median_duality_gap,p95_duality_gap,max_duality_gap,solver_failures,failure_reasons
rank_weighted,10000000,None,fold_1,all,12,12,0,1,1,True,-0.077612163198507361,-0.63031751496518196,0.47509318856816718,newey_west_hac_bartlett,2,-1.3277194079333308,0.058455244937117422,0.046524136866088674,0.12413630006459603,-0.016723451199544881,0.00541238420651231,0.0062909533813293242,-0.0062909533813293242,0.49260436533569846,1,1,1,1,1,0.15257098337950134,0.15257098337950142,6.5543262411347518,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,None,fold_1,calm,12,12,0,1,1,True,-0.077612163198507361,-0.63031751496518196,0.47509318856816718,newey_west_hac_bartlett,2,-1.3277194079333308,0.058455244937117422,0.046524136866088674,0.12413630006459603,-0.016723451199544881,0.00541238420651231,0.0062909533813293242,-0.0062909533813293242,0.49260436533569846,1,1,1,1,1,0.15257098337950134,0.15257098337950142,6.5543262411347518,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,None,fold_2,all,11,11,0,1,1,True,-0.095789487102441104,-0.59059032064788231,0.39901134644300013,newey_west_hac_bartlett,2,-1.5897101367321422,0.060255945338153885,0.0062523941144152616,0.10204188121685635,-0.012959311422113706,0.0038092716255729809,0.0039817523721462572,-0.0039817523721462572,0.40492810006689023,0.59886073501015669,1,1,1,1,0.15257098337950137,0.15257098337950142,6.5543262411347509,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,None,fold_2,calm,6,6,0,1,1,True,0.13747219003245159,-0.50778228337076325,0.78272666343566644,newey_west_hac_bartlett,2,1.9729775494623114,0.069677523735592634,0.25590109708587516,0.11842890705342361,-0.0055503145695068312,0.0032041075566135316,0.0035882051595747273,-0.0035882051595747273,0.46995598037072872,0.59886073501015669,1,1,1,1,0.1525709833795014,0.15257098337950142,6.5543262411347518,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.37570349966431227,-0.67697267981755904,-0.074434319511065494,newey_west_hac_bartlett,2,-7.8412491262544464,0.047913730786382468,-0.29332604945133667,0.082377450212975614,-0.0067555866131249198,0.0039127600735169472,0.0039817523721462572,-0.0039817523721462572,0.32689464370228422,0.50471718028994772,1,1,1,1,0.1525709833795014,0.15257098337950142,6.5543262411347527,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
target_return,10000000,0.25,fold_1,all,12,7,5,0.58333333333333337,0.58333333333333337,True,0.19149189637386671,-0.16693971800760549,0.54992351075533885,newey_west_hac_bartlett,2,3.4381934027704575,0.055695498752212344,0.21476732936938908,0.023275432995522413,-0.0066093030529804642,0.0050158212427079893,0.0066093030529804763,-0.0066093030529804763,0.092362829347311159,0.99999999999987188,1.0001709994937547,1.0009992144352575,1.0001709994937547,1.0001709994937547,0.13131944237087315,0.13191000194798894,7.6151643898715031,8,0.044802564351900706,5.7336448845569254,5.895726188741623,0,0,0,252,252,252,1,1,1.45652845538548e-09,1.9890163127644911e-09,6.9551366556658454e-09,1.3514775132215593e-08,2.2046786651467319e-09,3.0538883498739505e-09,1.0264051972431742e-16,2.8957868377828441e-16,4.1362344094372863e-09,1.3369967493024878e-08,1.3514775132215593e-08,6.9526672740004698e-10,2.0733645408523028e-09,2.0921723991707868e-09,5,solver status 'infeasible' is not eligible for evidence consumption (5)
target_return,10000000,0.25,fold_1,calm,12,7,5,0.58333333333333337,0.58333333333333337,True,0.19149189637386671,-0.16693971800760549,0.54992351075533885,newey_west_hac_bartlett,2,3.4381934027704575,0.055695498752212344,0.21476732936938908,0.023275432995522413,-0.0066093030529804642,0.0050158212427079893,0.0066093030529804763,-0.0066093030529804763,0.092362829347311159,0.99999999999987188,1.0001709994937547,1.0009992144352575,1.0001709994937547,1.0001709994937547,0.13131944237087315,0.13191000194798894,7.6151643898715031,8,0.044802564351900706,5.7336448845569254,5.895726188741623,0,0,0,252,252,252,1,1,1.45652845538548e-09,1.9890163127644911e-09,6.9551366556658454e-09,1.3514775132215593e-08,2.2046786651467319e-09,3.0538883498739505e-09,1.0264051972431742e-16,2.8957868377828441e-16,4.1362344094372863e-09,1.3369967493024878e-08,1.3514775132215593e-08,6.9526672740004698e-10,2.0733645408523028e-09,2.0921723991707868e-09,5,solver status 'infeasible' is not eligible for evidence consumption (5)
target_return,10000000,0.25,fold_2,all,11,10,1,0.90909090909090906,0.90909090909090906,True,-0.20668956573399538,-0.76327472542528074,0.34989559395728992,newey_west_hac_bartlett,2,-3.2287258616984187,0.064015829955061498,-0.18821710782327267,0.018472457910722755,-0.017722927223690843,0.0056485971250974619,0.0068046827411108205,-0.0068046827411108205,0.073303404407629988,0.24999998401367612,1.0000226831713692,1.0002495148837884,1.0000226831713692,1.0000226831713692,0.13355915669158067,0.1477916906580457,7.5044149783327887,8,0.045131111315299691,5.786710011552131,5.874503310850792,0,0,0,252,252,252,1,1,1.0965419558472966e-09,1.9641926696234435e-09,7.7584796753392294e-09,1.5855216943038809e-08,2.3391040147596611e-09,6.0532314396959954e-09,8.6357356938745922e-17,2.9635848955136911e-16,7.9366526578738937e-09,1.5014481936158438e-08,1.5855216943038809e-08,1.4940179282287098e-09,6.8439987351449235e-09,1.0453651040219103e-08,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (1)
target_return,10000000,0.25,fold_2,calm,6,6,0,1,1,True,0.052323868236255379,-0.66569031931251688,0.77033805578502756,newey_west_hac_bartlett,2,0.74355747054739219,0.070369635581410531,0.0677183970834766,0.01539452884722127,-0.0073660027506123882,0.0036984260727512025,0.0043800969150758302,-0.0043800969150758302,0.061089400187385984,0.15222021792835777,1.0000000000000471,1.0000000000001532,1.0000000000000471,1.0000000000000471,0.13046042715129752,0.1326167135506445,7.6655859907691344,8,0.044904022220085375,5.7988638713989351,5.8718277280047335,0,0,0,252,252,252,1,1,1.2741244217092291e-09,1.9641926696234435e-09,8.822130473421881e-09,1.5855216943038809e-08,2.0075235778983764e-09,2.9973449240952785e-09,1.1990636167077826e-16,2.9635848955136911e-16,8.579140387853887e-09,1.5388141939216381e-08,1.5855216943038809e-08,1.3125061679854551e-09,2.3896215396219715e-09,2.432201473387612e-09,0,
target_return,10000000,0.25,fold_2,stress,5,4,1,0.80000000000000004,0.80000000000000004,True,-0.51750568649829631,-0.85545837197071983,-0.17955300102587279,newey_west_hac_bartlett,2,-9.1818171100087689,0.056362012039445006,-0.49533971371137175,0.022165972786924542,-0.010433779723218461,0.0063422484947054771,0.0068046827411108205,-0.0068046827411108205,0.08796020947192279,0.24999998401367612,1.0000499029769556,1.0002495148837884,1.0000499029769556,1.0000499029769556,0.13727763213992042,0.1477916906580457,7.3110097634091726,8,0.04547174495812116,5.7684792217819254,5.874503310850792,0,0,0,252,252,252,1,1,8.3016825705439778e-10,1.7400127033662116e-09,6.163003478215257e-09,1.3224671862249759e-08,2.8364746700515889e-09,6.0532314396959954e-09,3.6033849840697429e-17,1.4413539936278972e-16,7.861961700510596e-09,1.2809018738945159e-08,1.3224671862249759e-08,1.6207911372004306e-09,9.1812017095175395e-09,1.0453651040219103e-08,0,target breaches max_turnover after exited-name liquidation accounting (0.250000 > 0.250000) (1)
target_return,10000000,None,fold_1,all,12,11,1,0.91666666666666663,0.91666666666666663,True,0.0042034296852744681,-0.31061249525012324,0.31901935462067221,newey_west_hac_bartlett,2,0.071767617758014254,0.058570004363912069,0.11440097125182752,0.11019754156655306,-0.009604980982761635,0.0060785911064579774,0.0089709335033071776,-0.0089709335033071776,0.43729183161330581,1.0801634242886258,1.0000832682235383,1.0009992144352575,1.0000832678695868,1.0000832678695868,0.14777266806292436,0.22234539384052704,6.9520335046357289,8,0.048378739998447017,5.7181932538584128,5.895726188741623,0,0,0,252,252,252,1,1,1.3786224842930337e-09,1.8088821458469823e-09,5.6299613520045455e-09,2.0151002787794851e-08,4.1681447187325574e-09,1.5051110899759056e-08,7.542307535754762e-17,2.9167081809570359e-16,5.5821902629305918e-09,2.1437657406180161e-08,2.272431202456547e-08,8.5126478171705656e-10,1.9495222057178961e-08,2.272431202456547e-08,1,solver status 'infeasible' is not eligible for evidence consumption (1)
target_return,10000000,None,fold_1,calm,12,11,1,0.91666666666666663,0.91666666666666663,True,0.0042034296852744681,-0.31061249525012324,0.31901935462067221,newey_west_hac_bartlett,2,0.071767617758014254,0.058570004363912069,0.11440097125182752,0.11019754156655306,-0.009604980982761635,0.0060785911064579774,0.0089709335033071776,-0.0089709335033071776,0.43729183161330581,1.0801634242886258,1.0000832682235383,1.0009992144352575,1.0000832678695868,1.0000832678695868,0.14777266806292436,0.22234539384052704,6.9520335046357289,8,0.048378739998447017,5.7181932538584128,5.895726188741623,0,0,0,252,252,252,1,1,1.3786224842930337e-09,1.8088821458469823e-09,5.6299613520045455e-09,2.0151002787794851e-08,4.1681447187325574e-09,1.5051110899759056e-08,7.542307535754762e-17,2.9167081809570359e-16,5.5821902629305918e-09,2.1437657406180161e-08,2.272431202456547e-08,8.5126478171705656e-10,1.9495222057178961e-08,2.272431202456547e-08,1,solver status 'infeasible' is not eligible for evidence consumption (1)
target_return,10000000,None,fold_2,all,11,11,0,1,1,True,-0.13350785266521711,-0.66195425646595096,0.39493855113551668,newey_west_hac_bartlett,2,-2.2855786191781968,0.058413152601690534,-0.10741810573513304,0.026089746930084135,-0.01456446173247905,0.0044363042108859782,0.0044925115063686304,-0.0044925115063686304,0.10353074178604818,0.29738145776590852,0.99999999999994349,1.0000000000000986,0.99999999999994349,0.99999999999994349,0.1344003391507182,0.15612547390428722,7.4677475797374662,8,0.045415052060258247,5.7773059884242279,5.874503310850792,0,0,0,252,252,252,1,1,1.2765108219196671e-09,1.9083011837395247e-09,7.6814805277826761e-09,1.6348331640924729e-08,2.0517418187159581e-09,3.0037033792305848e-09,8.76934688346593e-17,2.42978838173449e-16,6.1135490272689539e-09,1.4081066562115603e-08,1.6348331640924729e-08,8.5075927741972109e-10,2.639040252399082e-09,2.7318259832484337e-09,0,
target_return,10000000,None,fold_2,calm,6,6,0,1,1,True,0.05232386764933511,-0.665690319480573,0.77033805477924311,newey_west_hac_bartlett,2,0.74355746299782322,0.070369635506554382,0.067718396571839742,0.015394528922504678,-0.0073660027526645244,0.0036984260707717534,0.004380096915403326,-0.004380096915403326,0.061089400486129673,0.15222021756181747,0.99999999999996414,1.0000000000000986,0.99999999999996414,0.99999999999996414,0.13046042713802197,0.13261671356445026,7.6655859915605538,8,0.044904022220301265,5.7988638713989351,5.8718277280047335,0,0,0,252,252,252,1,1,1.4253355879826717e-09,1.7557282017133247e-09,8.3734979836121722e-09,1.6348331640924729e-08,2.2945486033671905e-09,2.8991173613532411e-09,7.1511195852849934e-17,1.4802880390788608e-16,6.5819948114176061e-09,1.5070957453137285e-08,1.6348331640924729e-08,1.172692872989313e-09,2.4583312725764147e-09,2.7318259832484337e-09,0,
target_return,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.35650591704267981,-0.58254851404123509,-0.13046332004412456,newey_west_hac_bartlett,2,-8.2044086812546162,0.04345296911613173,-0.31758190850350032,0.038924008539179489,-0.0072518763207554127,0.0043465122842735017,0.0044925115063686304,-0.0044925115063686304,0.15446035134595038,0.29738145776590852,0.99999999999991918,1.0000000000000169,0.99999999999991918,0.99999999999991918,0.13912823356595358,0.15612547390428722,7.230341485549765,8,0.046028287868206619,5.7514365288545797,5.874503310850792,0,0,0,252,252,252,1,1,1.0979211026440615e-09,1.9083011837395247e-09,6.8510595807872773e-09,1.1813801483306477e-08,1.7603736771344801e-09,3.0037033792305848e-09,1.0711219641283051e-16,2.42978838173449e-16,6.1135490272689539e-09,1.1078819150134743e-08,1.1813801483306477e-08,8.3175542260738361e-10,2.256303681675554e-09,2.5462545215497302e-09,0,
